block_id	drug_row	drug_col	css_ri	synergy_zip	synergy_bliss	synergy_loewe	synergy_hsa	S	cell_line_name	cellosaurus_accession
16993	L778123	AZD1775	58.82	7.65	7.43	12.14	15.72	19.1	EFM192B	CVCL_1813
16994	L778123	AZD1775	62.83	8.7	11.2	15.92	19.5	23.11	EFM192B	CVCL_1813
16995	L778123	AZD1775	60.66	10.73	10.81	15.52	19.1	20.94	EFM192B	CVCL_1813
16996	L778123	AZD1775	56.66	3.65	6.15	10.87	14.45	16.94	EFM192B	CVCL_1813
16997	L778123	BEZ-235	68.67	6.28	5.44	2.9	11.77	1.81	EFM192B	CVCL_1813
16998	L778123	BEZ-235	64.8	5.67	5.34	2.8	11.67	-2.07	EFM192B	CVCL_1813
16999	L778123	BEZ-235	68.97	5.07	9.02	6.49	15.35	2.11	EFM192B	CVCL_1813
17000	L778123	BEZ-235	70.6	8.95	8.53	6	14.86	3.74	EFM192B	CVCL_1813
17001	L778123	BORTEZOMIB	43.51	-0.27	-0.55	-6.02	2.84	-11.38	EFM192B	CVCL_1813
17002	L778123	BORTEZOMIB	41.83	-2.2	-3.37	-8.84	0.01	-13.07	EFM192B	CVCL_1813
17003	L778123	BORTEZOMIB	39.94	-4.13	-3.18	-8.65	0.21	-14.95	EFM192B	CVCL_1813
17004	L778123	BORTEZOMIB	43.74	-6.53	-2.69	-8.16	0.69	-11.15	EFM192B	CVCL_1813
17005	L778123	DASATINIB	37.17	5.48	5.53	11.29	13.2	3.7	EFM192B	CVCL_1813
17006	L778123	DASATINIB	38.9	3.31	7.49	13.26	15.17	5.43	EFM192B	CVCL_1813
17007	L778123	DASATINIB	24.69	-6.82	-0.22	5.55	7.45	-8.78	EFM192B	CVCL_1813
17008	L778123	DASATINIB	39.73	0.15	7.25	13.02	14.93	6.26	EFM192B	CVCL_1813
17009	L778123	DINACICLIB	60.59	-2.1	-0.01	-11.73	3.95	5.88	EFM192B	CVCL_1813
17010	L778123	DINACICLIB	60.59	-2.05	0.32	-11.41	4.27	5.88	EFM192B	CVCL_1813
17011	L778123	DINACICLIB	58.19	-2.48	-0.69	-12.42	3.26	3.48	EFM192B	CVCL_1813
17012	L778123	DINACICLIB	60.78	1.98	1.85	-9.88	5.8	6.07	EFM192B	CVCL_1813
17013	L778123	ERLOTINIB	54.16	-3.52	0.64	0.12	6.68	17.35	EFM192B	CVCL_1813
17014	L778123	ERLOTINIB	50.28	-0.5	-0.85	-1.37	5.19	13.47	EFM192B	CVCL_1813
17015	L778123	ERLOTINIB	60.82	7.31	7.21	6.69	13.25	24.02	EFM192B	CVCL_1813
17016	L778123	ERLOTINIB	64.68	7.36	8.1	7.58	14.14	27.87	EFM192B	CVCL_1813
17017	L778123	ETOPOSIDE	49.96	-9.1	-6.7	-5.74	-1.08	3.32	EFM192B	CVCL_1813
17018	L778123	ETOPOSIDE	55.84	-5.34	-7.45	-6.48	-1.83	9.2	EFM192B	CVCL_1813
17019	L778123	ETOPOSIDE	48.03	-7.77	-4	-3.03	1.62	1.4	EFM192B	CVCL_1813
17020	L778123	ETOPOSIDE	54.36	-3.64	-5.42	-4.46	0.2	7.72	EFM192B	CVCL_1813
17021	L778123	GELDANAMYCIN	47.87	-1.92	-2.84	1.47	4.67	-10.23	EFM192B	CVCL_1813
17022	L778123	GELDANAMYCIN	50.29	-4.92	-3.19	1.12	4.32	-7.81	EFM192B	CVCL_1813
17023	L778123	GELDANAMYCIN	55.52	4.4	4.18	8.5	11.7	-2.57	EFM192B	CVCL_1813
17024	L778123	GELDANAMYCIN	57.68	4.05	4.73	9.04	12.24	-0.42	EFM192B	CVCL_1813
17025	L778123	GEMCITABINE	48.98	-8.22	-6.64	-12.17	-1.28	8.96	EFM192B	CVCL_1813
17026	L778123	GEMCITABINE	46.05	-8.36	-7.27	-12.79	-1.9	6.03	EFM192B	CVCL_1813
17027	L778123	GEMCITABINE	45.64	-11.76	-8.74	-14.27	-3.38	5.62	EFM192B	CVCL_1813
17028	L778123	GEMCITABINE	46.75	-7.53	-8.8	-14.33	-3.44	6.74	EFM192B	CVCL_1813
17029	L778123	LAPATINIB	44.95	-7.75	-7.84	-1.37	1.52	-26.93	EFM192B	CVCL_1813
17030	L778123	LAPATINIB	52.92	-0.74	-1.06	5.41	8.3	-18.96	EFM192B	CVCL_1813
17031	L778123	LAPATINIB	56.34	-0.68	-0.95	5.52	8.41	-15.54	EFM192B	CVCL_1813
17032	L778123	LAPATINIB	56.35	-1.33	-1.58	4.88	7.78	-15.53	EFM192B	CVCL_1813
17033	L778123	MK-2206	63.45	-1.02	0.62	-4.77	7.4	-17.08	EFM192B	CVCL_1813
17034	L778123	MK-2206	63.65	1.37	1.16	-4.23	7.94	-16.88	EFM192B	CVCL_1813
17035	L778123	MK-2206	65.85	1.53	0.82	-4.56	7.6	-14.69	EFM192B	CVCL_1813
17036	L778123	MK-2206	61.13	-0.23	-0.86	-6.25	5.92	-19.4	EFM192B	CVCL_1813
17037	L778123	MK-4827	22.85	-4.93	-3.34	0.14	1.28	-4.2	EFM192B	CVCL_1813
17038	L778123	MK-4827	29.68	-3.86	-0.01	3.47	4.61	2.63	EFM192B	CVCL_1813
17039	L778123	MK-4827	27.03	-5.13	0.77	4.25	5.4	-0.02	EFM192B	CVCL_1813
17040	L778123	MK-4827	27.86	-3	1.9	5.38	6.52	0.81	EFM192B	CVCL_1813
17041	L778123	MK-5108	21.86	-13.1	-9.34	-6.5	-3.14	-12.74	EFM192B	CVCL_1813
17042	L778123	MK-5108	31.11	-9.11	-5.69	-2.86	0.51	-3.48	EFM192B	CVCL_1813
17043	L778123	MK-5108	25.03	-14.28	-9.93	-7.09	-3.73	-9.56	EFM192B	CVCL_1813
17044	L778123	MK-5108	23.58	-9.71	-6.41	-3.58	-0.22	-11.02	EFM192B	CVCL_1813
17045	L778123	MK-8669	56.64	11.89	11.36	17.22	19.98	10.21	EFM192B	CVCL_1813
17046	L778123	MK-8669	60.06	15.51	15.02	20.88	23.65	13.62	EFM192B	CVCL_1813
17047	L778123	MK-8669	59.65	16.34	16.05	21.91	24.68	13.22	EFM192B	CVCL_1813
17048	L778123	MK-8669	61.6	13.78	13.2	19.06	21.83	15.16	EFM192B	CVCL_1813
17049	L778123	MK-8776	43.26	-5.63	-5.94	-0.36	2.22	-13.85	EFM192B	CVCL_1813
17050	L778123	MK-8776	41.38	-6.08	-7.41	-1.83	0.75	-15.74	EFM192B	CVCL_1813
17051	L778123	MK-8776	44.34	-4.64	-4.89	0.69	3.27	-12.77	EFM192B	CVCL_1813
17052	L778123	MK-8776	38.61	-8.25	-8.88	-3.29	-0.72	-18.5	EFM192B	CVCL_1813
17053	L778123	OXALIPLATIN	47.35	-4.86	-6.79	-5.69	-0.67	-14.06	EFM192B	CVCL_1813
17054	L778123	OXALIPLATIN	40.33	-7.62	-8.63	-7.53	-2.51	-21.08	EFM192B	CVCL_1813
17055	L778123	OXALIPLATIN	41.18	-6.87	-7.43	-6.32	-1.31	-20.24	EFM192B	CVCL_1813
17056	L778123	OXALIPLATIN	46.43	-6.02	-5.79	-4.69	0.33	-14.98	EFM192B	CVCL_1813
17057	L778123	PD325901	24.22	0.28	3.3	3.26	3.58	3.48	EFM192B	CVCL_1813
17058	L778123	PD325901	18.82	-2.47	-0.74	-0.78	-0.46	-1.92	EFM192B	CVCL_1813
17059	L778123	PD325901	26.39	0.78	2.47	2.43	2.75	5.65	EFM192B	CVCL_1813
17060	L778123	PD325901	28.63	4.97	6.71	6.67	6.99	7.89	EFM192B	CVCL_1813
17061	L778123	SN-38	43.71	-4.61	-2.69	-11.09	3.71	9.19	EFM192B	CVCL_1813
17062	L778123	SN-38	48.67	-2.13	4.27	-4.13	10.67	14.15	EFM192B	CVCL_1813
17063	L778123	SN-38	42.18	-6.41	-3.89	-12.29	2.51	7.66	EFM192B	CVCL_1813
17064	L778123	SN-38	41.9	-6.11	-4.21	-12.61	2.19	7.38	EFM192B	CVCL_1813
17065	L778123	SORAFENIB	38.39	-4.79	-2.26	-2.01	2.12	-9.79	EFM192B	CVCL_1813
17066	L778123	SORAFENIB	38.21	-2.2	-2.58	-2.33	1.81	-9.97	EFM192B	CVCL_1813
17067	L778123	SORAFENIB	39.92	-2.09	1.25	1.5	5.63	-8.26	EFM192B	CVCL_1813
17068	L778123	SORAFENIB	47.6	2.42	3.13	3.38	7.51	-0.58	EFM192B	CVCL_1813
17069	L778123	SUNITINIB	34.06	-4.06	3.75	-3.34	5.96	11.33	EFM192B	CVCL_1813
17070	L778123	SUNITINIB	29.6	6.52	6.25	-0.84	8.46	6.87	EFM192B	CVCL_1813
17071	L778123	SUNITINIB	29.1	1.52	2.79	-4.31	5	6.36	EFM192B	CVCL_1813
17072	L778123	SUNITINIB	26.4	-5.87	1.68	-5.41	3.89	3.67	EFM192B	CVCL_1813
17073	L778123	TEMOZOLOMIDE	2.1	-1.33	-6.75	-34.14	-12.42	-11.68	EFM192B	CVCL_1813
17074	L778123	TEMOZOLOMIDE	12.5	-2.52	-4.31	-31.7	-9.98	-1.27	EFM192B	CVCL_1813
17075	L778123	TEMOZOLOMIDE	9.3	-0.61	-3.76	-31.14	-9.42	-4.47	EFM192B	CVCL_1813
17076	L778123	TEMOZOLOMIDE	20.48	2.55	4.33	-23.06	-1.34	6.7	EFM192B	CVCL_1813
17077	L778123	TOPOTECAN	66.13	0.36	-2.17	-1.1	3.96	-8.34	EFM192B	CVCL_1813
17078	L778123	TOPOTECAN	64.1	2.44	0	1.07	6.13	-10.38	EFM192B	CVCL_1813
17079	L778123	TOPOTECAN	70.6	-0.49	0.26	1.34	6.4	-3.87	EFM192B	CVCL_1813
17080	L778123	TOPOTECAN	68.23	4.9	3.44	4.51	9.57	-6.25	EFM192B	CVCL_1813
17081	L778123	VINORELBINE	44.11	-6.96	-8.73	-13.15	-4.99	-8.53	EFM192B	CVCL_1813
17082	L778123	VINORELBINE	44.61	-7.09	-8.75	-13.18	-5.02	-8.03	EFM192B	CVCL_1813
17083	L778123	VINORELBINE	36.07	-10.91	-11.97	-16.39	-8.23	-16.57	EFM192B	CVCL_1813
17084	L778123	VINORELBINE	34.79	-8.1	-10.81	-15.23	-7.07	-17.85	EFM192B	CVCL_1813
17085	L778123	ZOLINZA	69.23	5.39	6.01	4.15	11.13	28.63	EFM192B	CVCL_1813
17086	L778123	ZOLINZA	61.68	-3.37	-3.53	-5.39	1.59	21.08	EFM192B	CVCL_1813
17087	L778123	ZOLINZA	67.32	2.67	2.26	0.4	7.38	26.72	EFM192B	CVCL_1813
17088	L778123	ZOLINZA	64.07	-1.83	1.23	-0.63	6.35	23.48	EFM192B	CVCL_1813
17089	LAPATINIB	ABT-888	50.01	4.93	5.94	-12.41	5.1	0.83	EFM192B	CVCL_1813
17090	LAPATINIB	ABT-888	46.76	1.98	1.96	-16.39	1.12	-2.42	EFM192B	CVCL_1813
17091	LAPATINIB	ABT-888	50.94	7.59	8.34	-10.01	7.5	1.76	EFM192B	CVCL_1813
17092	LAPATINIB	ABT-888	52.81	6.02	6.35	-12	5.51	3.63	EFM192B	CVCL_1813
17093	LAPATINIB	BEZ-235	77.16	6.27	6.47	12.74	15.63	-19.51	EFM192B	CVCL_1813
17094	LAPATINIB	BEZ-235	78.67	6.62	6.37	12.64	15.53	-18	EFM192B	CVCL_1813
17095	LAPATINIB	BEZ-235	78.95	5.15	4.98	11.26	14.15	-17.72	EFM192B	CVCL_1813
17096	LAPATINIB	BEZ-235	80.11	6.51	6.21	12.49	15.38	-16.56	EFM192B	CVCL_1813
17097	LAPATINIB	BORTEZOMIB	56.62	-5.2	-5.71	-1.91	0.51	-28.08	EFM192B	CVCL_1813
17098	LAPATINIB	BORTEZOMIB	55.32	-4.9	-5.72	-1.92	0.5	-29.38	EFM192B	CVCL_1813
17099	LAPATINIB	BORTEZOMIB	63.45	-0.14	0.47	4.27	6.69	-21.24	EFM192B	CVCL_1813
17100	LAPATINIB	BORTEZOMIB	61.56	0.7	1.69	5.49	7.91	-23.14	EFM192B	CVCL_1813
17101	LAPATINIB	DASATINIB	57.62	7.76	9.45	5.27	15.63	-5.65	EFM192B	CVCL_1813
17102	LAPATINIB	DASATINIB	59.51	11.65	11.32	7.14	17.5	-3.77	EFM192B	CVCL_1813
17103	LAPATINIB	DASATINIB	60.39	10.94	10.76	6.58	16.94	-2.89	EFM192B	CVCL_1813
17104	LAPATINIB	DASATINIB	59.9	9.72	11.27	7.08	17.45	-3.38	EFM192B	CVCL_1813
17105	LAPATINIB	DINACICLIB	70.74	1.64	2.04	3.62	7.22	-13.77	EFM192B	CVCL_1813
17106	LAPATINIB	DINACICLIB	70.76	2.51	2.72	4.3	7.91	-13.76	EFM192B	CVCL_1813
17107	LAPATINIB	DINACICLIB	72.3	2.92	3.07	4.65	8.26	-12.22	EFM192B	CVCL_1813
17108	LAPATINIB	DINACICLIB	71	2.76	3.24	4.81	8.42	-13.52	EFM192B	CVCL_1813
17109	LAPATINIB	ERLOTINIB	64.91	2.87	3.58	8.25	10.8	-1.71	EFM192B	CVCL_1813
17110	LAPATINIB	ERLOTINIB	69.86	4.31	4.63	9.3	11.85	3.25	EFM192B	CVCL_1813
17111	LAPATINIB	ERLOTINIB	66.98	2.89	2.33	6.99	9.55	0.37	EFM192B	CVCL_1813
17112	LAPATINIB	ERLOTINIB	67.6	1.37	2	6.67	9.22	0.99	EFM192B	CVCL_1813
17113	LAPATINIB	GELDANAMYCIN	51.22	-12.02	-13.65	-4.76	-2.38	-36.68	EFM192B	CVCL_1813
17114	LAPATINIB	GELDANAMYCIN	53.73	-10.86	-11.59	-2.7	-0.33	-34.17	EFM192B	CVCL_1813
17115	LAPATINIB	GELDANAMYCIN	52.44	-10.48	-11.09	-2.2	0.18	-35.46	EFM192B	CVCL_1813
17116	LAPATINIB	GELDANAMYCIN	56.28	-7.98	-8.16	0.73	3.1	-31.63	EFM192B	CVCL_1813
17117	LAPATINIB	MK-2206	83.49	7.08	6.7	13.08	16.64	-26.85	EFM192B	CVCL_1813
17118	LAPATINIB	MK-2206	83.03	6.62	6.31	12.69	16.25	-27.31	EFM192B	CVCL_1813
17119	LAPATINIB	MK-2206	82.01	5.52	5.05	11.43	14.99	-28.32	EFM192B	CVCL_1813
17120	LAPATINIB	MK-2206	84.33	7.88	7.42	13.8	17.36	-26.01	EFM192B	CVCL_1813
17121	LAPATINIB	MK-4827	53.94	2.96	3.95	6.74	7.19	-2.91	EFM192B	CVCL_1813
17122	LAPATINIB	MK-4827	53.04	0.84	2.03	4.82	5.27	-3.82	EFM192B	CVCL_1813
17123	LAPATINIB	MK-4827	50.33	2.68	2.09	4.88	5.33	-6.53	EFM192B	CVCL_1813
17124	LAPATINIB	MK-4827	57.71	7.08	8.26	11.05	11.5	0.86	EFM192B	CVCL_1813
17125	LAPATINIB	MK-5108	56.84	1.88	2.4	3.54	8.82	-7.56	EFM192B	CVCL_1813
17126	LAPATINIB	MK-5108	50.69	-1.51	-1.58	-0.44	4.84	-13.72	EFM192B	CVCL_1813
17127	LAPATINIB	MK-5108	50.15	-1.82	-1.45	-0.31	4.98	-14.25	EFM192B	CVCL_1813
17128	LAPATINIB	MK-5108	58.74	4.33	3.99	5.13	10.42	-5.66	EFM192B	CVCL_1813
17129	LAPATINIB	MK-8669	65.13	6.9	6.63	15.36	16.55	-11.11	EFM192B	CVCL_1813
17130	LAPATINIB	MK-8669	62.74	4.33	4.06	12.78	13.97	-13.5	EFM192B	CVCL_1813
17131	LAPATINIB	MK-8669	61.26	2.95	2.34	11.06	12.25	-14.98	EFM192B	CVCL_1813
17132	LAPATINIB	MK-8669	68.9	8.36	7.96	16.68	17.87	-7.34	EFM192B	CVCL_1813
17133	LAPATINIB	MK-8776	58.36	-2.99	-3.21	1.62	8.56	-28.56	EFM192B	CVCL_1813
17134	LAPATINIB	MK-8776	59.58	-2.43	-2.78	2.05	8.99	-27.34	EFM192B	CVCL_1813
17135	LAPATINIB	MK-8776	59.52	-2.78	-2.76	2.07	9.01	-27.4	EFM192B	CVCL_1813
17136	LAPATINIB	MK-8776	63.26	0.24	0.22	5.05	11.99	-23.66	EFM192B	CVCL_1813
17137	LAPATINIB	OXALIPLATIN	61.09	-3.75	-4.32	1.6	4.79	-30.13	EFM192B	CVCL_1813
17138	LAPATINIB	OXALIPLATIN	55.84	-6.77	-7.29	-1.37	1.81	-35.38	EFM192B	CVCL_1813
17139	LAPATINIB	OXALIPLATIN	55.87	-7.09	-7.8	-1.88	1.31	-35.35	EFM192B	CVCL_1813
17140	LAPATINIB	OXALIPLATIN	60.01	-4.85	-4.94	0.98	4.17	-31.2	EFM192B	CVCL_1813
17141	LAPATINIB	PD325901	51.54	7.62	7.35	5.7	7.53	0.99	EFM192B	CVCL_1813
17142	LAPATINIB	PD325901	51.28	8.19	7.38	5.73	7.56	0.74	EFM192B	CVCL_1813
17143	LAPATINIB	PD325901	45.36	4.98	5.03	3.38	5.21	-5.19	EFM192B	CVCL_1813
17144	LAPATINIB	PD325901	51.29	8.18	8	6.35	8.18	0.75	EFM192B	CVCL_1813
17145	LAPATINIB	SN-38	57.87	0.57	0.02	3.77	6.89	-6.45	EFM192B	CVCL_1813
17146	LAPATINIB	SN-38	62.13	2.17	1.88	5.63	8.75	-2.19	EFM192B	CVCL_1813
17147	LAPATINIB	SN-38	63.57	4.61	4.47	8.22	11.34	-0.76	EFM192B	CVCL_1813
17148	LAPATINIB	SN-38	61.37	5.53	5.26	9.01	12.14	-2.96	EFM192B	CVCL_1813
17149	LAPATINIB	SORAFENIB	60.01	2.07	2.56	5.03	9.73	-17.98	EFM192B	CVCL_1813
17150	LAPATINIB	SORAFENIB	56.52	-2.54	-2.36	0.12	4.82	-21.46	EFM192B	CVCL_1813
17151	LAPATINIB	SORAFENIB	56.34	-0.36	0.28	2.75	7.46	-21.65	EFM192B	CVCL_1813
17152	LAPATINIB	SORAFENIB	61.23	2.87	3.55	6.02	10.72	-16.76	EFM192B	CVCL_1813
17153	LAPATINIB	TOPOTECAN	73.04	1.25	0.9	5.51	9.77	-31.24	EFM192B	CVCL_1813
17154	LAPATINIB	TOPOTECAN	71.8	-2.03	-2.71	1.9	6.16	-32.47	EFM192B	CVCL_1813
17155	LAPATINIB	TOPOTECAN	69.14	-3.55	-4.72	-0.11	4.15	-35.14	EFM192B	CVCL_1813
17156	LAPATINIB	TOPOTECAN	67.74	-4.16	-5.13	-0.52	3.74	-36.54	EFM192B	CVCL_1813
17157	METFORMIN	ABT-888	6.87	2.47	5.54	3.86	3.9	7.56	EFM192B	CVCL_1813
17158	METFORMIN	ABT-888	-1.83	0.38	-1.71	-3.4	-3.35	-1.15	EFM192B	CVCL_1813
17159	METFORMIN	ABT-888	3.05	0.82	3.26	1.57	1.62	3.73	EFM192B	CVCL_1813
17160	METFORMIN	ABT-888	5.81	1.94	4.21	2.53	2.57	6.5	EFM192B	CVCL_1813
17161	METFORMIN	AZD1775	43.92	5.25	7.09	-67.3	7.86	24.26	EFM192B	CVCL_1813
17162	METFORMIN	AZD1775	31.08	0.18	-2.17	-76.56	-1.39	11.42	EFM192B	CVCL_1813
17163	METFORMIN	AZD1775	28.09	-5.63	-6.91	-81.3	-6.13	8.43	EFM192B	CVCL_1813
17164	METFORMIN	AZD1775	27.42	-3.21	-4.32	-78.71	-3.54	7.76	EFM192B	CVCL_1813
17165	METFORMIN	BEZ-235	55.31	6.59	4.87	-38.97	5.41	8.5	EFM192B	CVCL_1813
17166	METFORMIN	BEZ-235	56.85	6.88	5.75	-38.1	6.28	10.05	EFM192B	CVCL_1813
17167	METFORMIN	BEZ-235	57.04	6.35	8.45	-35.39	8.99	10.24	EFM192B	CVCL_1813
17168	METFORMIN	BEZ-235	60.43	9.88	9.55	-34.29	10.09	13.63	EFM192B	CVCL_1813
17169	METFORMIN	BORTEZOMIB	25.51	-0.66	-5.03	-32.8	-4.8	-9.32	EFM192B	CVCL_1813
17170	METFORMIN	BORTEZOMIB	27.06	-1.35	-4.37	-32.14	-4.14	-7.77	EFM192B	CVCL_1813
17171	METFORMIN	BORTEZOMIB	38.59	1.97	2	-25.77	2.23	3.76	EFM192B	CVCL_1813
17172	METFORMIN	BORTEZOMIB	36.4	-0.35	-2.69	-30.46	-2.46	1.57	EFM192B	CVCL_1813
17173	METFORMIN	DASATINIB	14.27	4.27	8.39	3.55	9.24	0.86	EFM192B	CVCL_1813
17174	METFORMIN	DASATINIB	8.84	-2.85	2.16	-2.67	3.02	-4.57	EFM192B	CVCL_1813
17175	METFORMIN	DASATINIB	15.76	1.3	5.56	0.72	6.41	2.35	EFM192B	CVCL_1813
17176	METFORMIN	DASATINIB	15.56	3.14	7.27	2.44	8.13	2.15	EFM192B	CVCL_1813
17177	METFORMIN	DINACICLIB	46.31	-0.96	-2.55	-39.39	-2.29	11.66	EFM192B	CVCL_1813
17178	METFORMIN	DINACICLIB	50.81	3.08	2.88	-33.96	3.13	16.16	EFM192B	CVCL_1813
17179	METFORMIN	DINACICLIB	56.92	4.28	4.15	-32.68	4.41	22.27	EFM192B	CVCL_1813
17180	METFORMIN	DINACICLIB	31.85	-2.37	-2.23	-39.06	-1.97	-2.8	EFM192B	CVCL_1813
17181	METFORMIN	ERLOTINIB	35.94	-0.92	-1.21	-54.79	-0.44	19.2	EFM192B	CVCL_1813
17182	METFORMIN	ERLOTINIB	50.82	6.61	7.66	-45.92	8.43	34.07	EFM192B	CVCL_1813
17183	METFORMIN	ERLOTINIB	47.86	1.59	3.7	-49.88	4.47	31.11	EFM192B	CVCL_1813
17184	METFORMIN	ERLOTINIB	37.86	-1.75	-2.22	-55.8	-1.45	21.11	EFM192B	CVCL_1813
17185	METFORMIN	GELDANAMYCIN	38.18	1.04	-1.57	-10.2	-1.26	0.14	EFM192B	CVCL_1813
17186	METFORMIN	GELDANAMYCIN	35.61	-0.44	-2.88	-11.5	-2.57	-2.42	EFM192B	CVCL_1813
17187	METFORMIN	GELDANAMYCIN	40.4	4.1	3.5	-5.12	3.81	2.36	EFM192B	CVCL_1813
17188	METFORMIN	GELDANAMYCIN	41.92	1.79	2.64	-5.99	2.95	3.88	EFM192B	CVCL_1813
17189	METFORMIN	L778123	22.23	-0.24	0.49	-22.43	1.26	0.22	EFM192B	CVCL_1813
17190	METFORMIN	L778123	24.34	1.84	2.6	-20.32	3.37	2.32	EFM192B	CVCL_1813
17191	METFORMIN	L778123	23.89	-1.57	0.32	-22.61	1.09	1.88	EFM192B	CVCL_1813
17192	METFORMIN	L778123	24.64	-2.77	0.45	-22.47	1.22	2.63	EFM192B	CVCL_1813
17193	METFORMIN	LAPATINIB	40.45	-0.72	-2.69	-25.42	-2.19	-11.37	EFM192B	CVCL_1813
17194	METFORMIN	LAPATINIB	48.02	6.29	7.85	-14.89	8.35	-3.8	EFM192B	CVCL_1813
17195	METFORMIN	LAPATINIB	48.9	2.74	2.24	-20.5	2.73	-2.92	EFM192B	CVCL_1813
17196	METFORMIN	LAPATINIB	45.29	2.07	1.82	-20.92	2.32	-6.53	EFM192B	CVCL_1813
17197	METFORMIN	MK-2206	55.84	2.29	2.12	-31.07	2.54	-4.63	EFM192B	CVCL_1813
17198	METFORMIN	MK-2206	48.97	0.33	-1.31	-34.5	-0.89	-11.5	EFM192B	CVCL_1813
17199	METFORMIN	MK-2206	50.9	1.45	-0.36	-33.56	0.06	-9.57	EFM192B	CVCL_1813
17200	METFORMIN	MK-2206	52.54	0.82	0.06	-33.13	0.48	-7.93	EFM192B	CVCL_1813
17201	METFORMIN	MK-4827	21.9	1.98	5.07	-10.92	5.98	14.92	EFM192B	CVCL_1813
17202	METFORMIN	MK-4827	2.01	-0.03	-2.21	-18.2	-1.29	-4.97	EFM192B	CVCL_1813
17203	METFORMIN	MK-4827	12.74	-1.35	1.6	-14.39	2.51	5.76	EFM192B	CVCL_1813
17204	METFORMIN	MK-4827	18.35	-1.28	1.92	-14.08	2.83	11.37	EFM192B	CVCL_1813
17205	METFORMIN	MK-5108	11.33	-7.19	-1.98	-8.17	-1.16	-3.2	EFM192B	CVCL_1813
17206	METFORMIN	MK-5108	22.37	-1.52	-3.6	-9.8	-2.78	7.83	EFM192B	CVCL_1813
17207	METFORMIN	MK-5108	15.72	-2.24	0.52	-5.68	1.34	1.18	EFM192B	CVCL_1813
17208	METFORMIN	MK-5108	17.3	-0.7	-0.07	-6.26	0.75	2.77	EFM192B	CVCL_1813
17209	METFORMIN	MK-8669	34.98	5.25	6	-4.45	6.72	8.61	EFM192B	CVCL_1813
17210	METFORMIN	MK-8669	37.24	4.86	6.03	-4.41	6.76	10.86	EFM192B	CVCL_1813
17211	METFORMIN	MK-8669	30.54	4.42	6.69	-3.75	7.42	4.16	EFM192B	CVCL_1813
17212	METFORMIN	MK-8669	37.17	8.61	7.99	-2.45	8.72	10.79	EFM192B	CVCL_1813
17213	METFORMIN	MK-8776	25.96	-1.85	-5.26	-8.82	-5.33	-11.1	EFM192B	CVCL_1813
17214	METFORMIN	MK-8776	25.45	-0.7	-2.89	-6.45	-2.96	-11.6	EFM192B	CVCL_1813
17215	METFORMIN	MK-8776	38.3	2.62	2.66	-0.91	2.59	1.25	EFM192B	CVCL_1813
17216	METFORMIN	MK-8776	27.08	2.4	1.64	-1.93	1.57	-9.98	EFM192B	CVCL_1813
17217	METFORMIN	PD325901	-1.55	-0.46	-2.2	-1.88	-2.42	-2.23	EFM192B	CVCL_1813
17218	METFORMIN	PD325901	-3.12	-0.03	-3.37	-3.05	-3.59	-3.8	EFM192B	CVCL_1813
17219	METFORMIN	PD325901	4.77	2.16	4.01	4.33	3.79	4.09	EFM192B	CVCL_1813
17220	METFORMIN	PD325901	-2.69	0.79	-1.84	-1.52	-2.07	-3.37	EFM192B	CVCL_1813
17221	METFORMIN	SORAFENIB	34.51	4.31	8.32	-18.93	8.19	6.39	EFM192B	CVCL_1813
17222	METFORMIN	SORAFENIB	12.68	-4.69	-8.63	-35.87	-8.75	-15.44	EFM192B	CVCL_1813
17223	METFORMIN	SORAFENIB	30.56	1.82	1.37	-25.87	1.25	2.44	EFM192B	CVCL_1813
17224	METFORMIN	SORAFENIB	37.02	4.49	4.89	-22.36	4.76	8.9	EFM192B	CVCL_1813
17225	METFORMIN	SUNITINIB	19.63	11.67	17.56	17.51	17.75	16.96	EFM192B	CVCL_1813
17226	METFORMIN	SUNITINIB	7.32	1.08	0.87	0.82	1.06	4.65	EFM192B	CVCL_1813
17227	METFORMIN	SUNITINIB	14.16	5.05	9.79	9.74	9.98	11.49	EFM192B	CVCL_1813
17228	METFORMIN	SUNITINIB	17.76	1.19	8.87	8.82	9.06	15.09	EFM192B	CVCL_1813
17229	METFORMIN	TEMOZOLOMIDE	-15.14	2.97	-9.94	-17.37	-17.06	-8.86	EFM192B	CVCL_1813
17230	METFORMIN	TEMOZOLOMIDE	-7	3.5	0.89	-6.54	-6.24	-0.71	EFM192B	CVCL_1813
17231	METFORMIN	TEMOZOLOMIDE	-6.06	2.97	-3.29	-10.72	-10.41	0.22	EFM192B	CVCL_1813
17232	METFORMIN	TEMOZOLOMIDE	-2.34	5.39	5.21	-2.22	-1.92	3.94	EFM192B	CVCL_1813
17233	METFORMIN	ZOLINZA	52.16	0	1.7	-45.91	2.41	31.62	EFM192B	CVCL_1813
17234	METFORMIN	ZOLINZA	56.31	3.72	-0.32	-47.93	0.39	35.77	EFM192B	CVCL_1813
17235	METFORMIN	ZOLINZA	55.06	0.96	-1.22	-48.83	-0.51	34.53	EFM192B	CVCL_1813
17236	METFORMIN	ZOLINZA	46.82	-0.73	-1.9	-49.52	-1.19	26.29	EFM192B	CVCL_1813
17237	METHOTREXATE	ABT-888	23.39	6.15	5.86	-26.96	4.47	10.89	EFM192B	CVCL_1813
